 7.494833e-02, 4.910636e-01,1.168370e-107, 2.711889e-01, 3.241111e+02, 1.989306e+04
 1.156101e-01, 5.154339e-01,6.751581e-258, 2.946444e-01, 9.557517e+00, 8.951377e+02
 1.052440e-01, 4.734468e-01, 5.413861e-07, 3.147337e-01, 2.260836e-02, 4.447426e-01
 8.720532e-02, 5.741546e-01, 5.235054e-02, 2.646804e-01, 5.468691e-03, 5.039311e-06
 7.308705e-02, 4.317166e-01, 8.132028e-10, 2.699940e-01, 4.171582e+02, 3.436992e+04
 6.145647e-02, 5.389147e-01, 4.890747e-02, 3.473860e-01, 9.436671e-03, 4.752758e-02
 9.358547e-02, 5.206360e-01, 2.984337e-07, 3.139954e-01, 8.452345e-02, 2.868328e+00
 5.939156e-02, 4.850340e-01,8.715211e-140, 2.456836e-01, 2.741819e-02, 1.334478e+00
 1.031511e-01, 5.443126e-01, 6.407245e-12, 2.672543e-01, 2.697967e-02, 1.018061e+00
 3.449126e-02, 5.815520e-01, 3.027686e-08, 3.334749e-01, 5.555690e-02, 1.278890e+00
 9.536647e-02, 4.500472e-01, 1.444768e-10, 2.996872e-01, 2.257417e-02, 8.554761e-01
 5.812464e-02, 5.557054e-01, 5.671690e-42, 3.030286e-01, 8.939411e+02, 3.781460e+04
 7.957339e-02, 5.852884e-01, 5.515931e-02, 2.463939e-01, 2.329202e+00, 1.187369e+02
 6.989996e-02, 5.688738e-01, 1.717072e-02, 3.323230e-01, 2.860040e-02, 8.736773e-01
 4.848040e-02, 5.714845e-01, 3.177298e-41, 2.740938e-01, 2.008064e+02, 9.845919e+03
 2.623355e-02, 5.612169e-01, 4.168782e-02, 2.726566e-01, 1.102904e-02, 1.343465e-01
 7.990507e-02, 4.957916e-01, 5.063774e-06, 2.803287e-01, 1.108737e-02, 3.171095e-01
 3.233612e-02, 5.489914e-01, 3.776250e-12, 2.672635e-01, 9.645230e-02, 3.281705e+00
 6.876180e-02, 5.135571e-01, 4.285621e-09, 2.786410e-01, 1.258933e-02, 2.832020e-01
 8.644975e-02, 4.896291e-01, 4.379373e-21, 3.180277e-01, 8.873802e-02, 3.301417e+00
 8.135499e-02, 4.488495e-01, 2.666938e-38, 2.618428e-01, 1.285240e+03, 8.633824e+04
 7.589294e-02, 4.787842e-01, 2.636544e-17, 2.893437e-01, 1.056588e-02, 2.539061e-01
 9.171897e-02, 4.738607e-01, 2.229345e-75, 2.764216e-01, 7.711659e+01, 7.168496e+03
 4.764674e-02, 5.680404e-01, 7.140283e-02, 3.036454e-01, 3.738500e+00, 2.771983e+02
 8.913800e-02, 4.726600e-01, 1.396274e-06, 2.593468e-01, 1.259629e-02, 2.386144e-01
 6.560176e-02, 5.208194e-01, 6.353665e-05, 2.813365e-01, 1.482853e-02, 3.210043e-02
 6.081005e-02, 5.066889e-01, 7.194874e-45, 2.510189e-01, 4.322351e+01, 1.941376e+03
 5.649397e-02, 5.468130e-01, 2.714761e-29, 3.131227e-01, 4.452976e+02, 1.411307e+04
 2.382189e-02, 5.268690e-01, 3.965048e-02, 2.691758e-01, 8.420372e-03, 7.043161e-03
 6.760312e-02, 4.957766e-01, 3.567777e-06, 3.078227e-01, 8.993569e-03, 4.766630e-02
 7.155328e-02, 5.279422e-01, 1.495266e-33, 2.612512e-01, 7.416782e+01, 4.197176e+03
 1.105348e-02, 7.495543e-01, 9.158365e-02, 3.197723e-01, 1.845769e-02, 2.059933e-01
 5.302813e-02, 5.062760e-01, 1.005268e-12, 3.109258e-01, 7.990786e-03, 5.384915e-02
 6.101292e-02, 5.115701e-01, 1.515015e-15, 2.687946e-01, 1.469629e+01, 8.052130e+02
 4.509450e-02, 5.405026e-01, 2.639204e-44, 2.818224e-01, 1.089399e+03, 5.258503e+04
 6.468269e-02, 4.823546e-01,4.257063e-105, 2.478420e-01, 7.746979e-03, 2.922824e-04
 3.581003e-02, 5.410174e-01, 2.889818e-02, 2.873854e-01, 6.778585e+02, 3.573271e+04
 7.372791e-02, 5.284794e-01, 1.593784e-02, 2.648871e-01, 6.203029e-02, 2.322244e+00
 8.735638e-02, 5.232006e-01, 2.665873e-10, 2.756095e-01, 1.996203e-02, 5.105585e-01
 8.965465e-02, 4.854429e-01, 1.079693e-59, 2.559162e-01, 1.686496e+02, 7.976956e+03
 4.406689e-02, 5.263396e-01, 4.286581e-05, 3.318753e-01, 2.621621e-02, 3.256842e-01
