0.19531880,0.32918518,0.59922310,0.39534057,0.00000000
0.17443237,0.28773412,0.74906610,0.39479192,0.00000000
0.15464183,0.27303596,0.51047024,0.27717954,0.00000000
0.15406832,0.26343413,0.58582601,0.34304803,0.00000000
0.20004152,0.35879061,0.56342773,0.33219985,0.00000000
0.19503752,0.30907827,0.66412805,0.37286037,0.00000000
0.18910571,0.31687557,0.64809395,0.34296472,0.00000000
0.18692632,0.29199971,0.52849526,0.28962985,0.00000000
0.17220180,0.31875440,0.72040446,0.41401361,0.00000000
0.16425153,0.26660857,0.66672823,0.34008455,0.00000000
0.17534805,0.33693471,0.71220087,0.41418866,0.00000000
0.25533947,0.33146960,0.47774839,0.25786541,0.00000000
0.09573296,0.27501991,0.92229687,0.59362386,0.00000000
0.23697462,0.37990013,0.65499764,0.35663163,0.00000000
0.14248497,0.26378501,0.86893839,0.43532734,0.00000000
0.18045402,0.31739021,0.66056658,0.35181413,0.00000000
0.23840339,0.36107085,0.50636770,0.27623346,0.00000000
0.21979984,0.34438365,0.59766742,0.33132449,0.00000000
0.22340822,0.38015314,0.58819305,0.34528531,0.00000000
0.12302921,0.28713817,0.65065504,0.44171838,0.00000000
0.17703281,0.31900047,0.55461277,0.34624643,0.00000000
0.14598210,0.28852011,0.68753361,0.40277271,0.00000000
0.24486313,0.42010634,0.70847193,0.44172742,0.00000000
0.17134164,0.28721626,0.64399155,0.34656912,0.00000000
0.20490808,0.35398674,0.64519655,0.38180630,0.00000000
0.18762348,0.31534574,0.53588466,0.26854159,0.00000000
0.17209064,0.30027900,0.64743211,0.38839440,0.00000000
0.19649757,0.35579635,0.58566875,0.35738129,0.00000000
0.19811170,0.30030856,0.71183947,0.39669173,0.00000000
0.18362214,0.31676448,0.76973190,0.42031874,0.00000000
0.15836408,0.31502199,0.67390606,0.42164242,0.00000000
0.17754181,0.31251596,0.64198641,0.36238774,0.00000000
0.20176181,0.37016765,0.66849485,0.38088309,0.00000000
0.15366460,0.26429347,0.58555471,0.33798163,0.00000000
0.16803630,0.28614503,0.58206847,0.32641794,0.00000000
0.15449010,0.30300928,0.52700092,0.30974546,0.00000000
0.21397470,0.37827452,0.58485121,0.36755259,0.00000000
0.18224564,0.31557119,0.70693629,0.41909014,0.00000000
0.23631033,0.35519566,0.48429097,0.25312067,0.00000000
0.23783294,0.32412976,0.57861699,0.28965923,0.00000000
0.15639625,0.32336065,0.52997186,0.34930982,0.00000000
0.20335368,0.31459634,0.53702105,0.31825535,0.00000000
0.23162479,0.32542107,0.48750585,0.27186502,0.00000000
0.22769729,0.39489143,0.49634808,0.30608223,0.00000000
0.20539520,0.37388968,0.55594129,0.34991100,0.00000000
0.17544296,0.30319149,0.73952005,0.41948047,0.00000000
0.21664882,0.32854324,0.60680296,0.31306105,0.00000000
0.13996564,0.30398994,0.63558455,0.37012255,0.00000000
0.22380430,0.33496118,0.56147087,0.30954624,0.00000000
0.21128855,0.34989197,0.61809418,0.34179157,0.00000000
