0.19696548,0.32504004,0.54643887,0.35910413,0.00000000
0.18261672,0.28722510,0.71446720,0.37166510,0.00000000
0.16812215,0.29279668,0.51312917,0.29350715,0.00000000
0.16274793,0.27967945,0.59194259,0.34506186,0.00000000
0.19752465,0.34992841,0.51979516,0.30182189,0.00000000
0.21367797,0.33373696,0.67997700,0.37433574,0.00000000
0.19653529,0.32450275,0.61469632,0.32319103,0.00000000
0.18175462,0.28726794,0.57766160,0.29795295,0.00000000
0.17197440,0.31768638,0.86022881,0.46698098,0.00000000
0.16408712,0.26111979,0.62587402,0.32313663,0.00000000
0.15490143,0.29950911,0.71014225,0.40800467,0.00000000
0.26719610,0.34010920,0.45759605,0.24955957,0.00000000
0.09977684,0.28632306,0.91799998,0.58526314,0.00000000
0.23630552,0.36484632,0.65456226,0.34677559,0.00000000
0.14155853,0.26055529,0.87891393,0.43602624,0.00000000
0.16835830,0.28947311,0.65596120,0.34834090,0.00000000
0.23694988,0.33879490,0.42564045,0.23668898,0.00000000
0.17843758,0.27397994,0.75829481,0.38359085,0.00000000
0.21085455,0.35216861,0.62703639,0.35583951,0.00000000
0.12754290,0.29708676,0.59374461,0.41449190,0.00000000
0.18298947,0.31682188,0.54870467,0.35186783,0.00000000
0.14645149,0.29383976,0.67194946,0.38359408,0.00000000
0.23050249,0.37143793,0.59784223,0.36699994,0.00000000
0.15204456,0.25490178,0.75334531,0.37927708,0.00000000
0.21862299,0.37595140,0.60641215,0.35845260,0.00000000
0.18827201,0.30244828,0.50088821,0.25310596,0.00000000
0.16712250,0.28790019,0.64629042,0.37792862,0.00000000
0.17909401,0.32963034,0.60919109,0.36433083,0.00000000
0.18928594,0.28423619,0.72395328,0.38901069,0.00000000
0.16859069,0.28978884,0.78528226,0.42338382,0.00000000
0.15526059,0.30317680,0.67325364,0.41813171,0.00000000
0.16731706,0.28834479,0.64649403,0.35873804,0.00000000
0.19729293,0.35075408,0.62601320,0.34268262,0.00000000
0.15501855,0.26667317,0.61143455,0.35259871,0.00000000
0.16800973,0.28439646,0.58220164,0.32157486,0.00000000
0.15524344,0.30526238,0.56677297,0.34064822,0.00000000
0.20338610,0.34191003,0.49235481,0.30698595,0.00000000
0.15500129,0.26781028,0.80150008,0.44808953,0.00000000
0.22591931,0.33566863,0.51044940,0.25794592,0.00000000
0.24111373,0.31874970,0.59604914,0.29833886,0.00000000
0.15100698,0.31629902,0.53505974,0.35359098,0.00000000
0.20597535,0.31821063,0.53188866,0.30990213,0.00000000
0.22435778,0.30262515,0.47464415,0.26411542,0.00000000
0.22238181,0.37041255,0.46756541,0.29087789,0.00000000
0.17634852,0.32895923,0.54202158,0.34008971,0.00000000
0.20562966,0.34892619,0.64870440,0.37117635,0.00000000
0.21523653,0.31941256,0.63953581,0.32491184,0.00000000
0.14714484,0.31734285,0.61351084,0.36437391,0.00000000
0.20742327,0.30305592,0.54542981,0.30433031,0.00000000
0.21579692,0.34541348,0.58829390,0.31882840,0.00000000
