 4.121138e-08, 4.552619e-01, 4.666204e-09, 2.939760e-01, 2.157979e-02, 5.048156e-01
 4.415117e-02, 4.396839e-01, 3.724412e-10, 2.747546e-01, 9.478979e-02, 3.857395e+00
 4.331974e-07, 4.521036e-01, 1.800169e-06, 2.950422e-01, 2.312595e-02, 4.327051e-01
 2.823910e-58, 4.206908e-01, 1.599796e-63, 2.821488e-01, 6.598706e+02, 3.341855e+04
 4.724654e-10, 4.714175e-01, 3.374441e-07, 3.040867e-01, 1.991960e-02, 3.183875e-01
 5.533079e-02, 4.916470e-01, 2.776024e-03, 3.001889e-01, 1.772799e-02, 2.287504e-01
 5.868390e-02, 3.967495e-01, 1.325533e-09, 2.774273e-01, 1.288783e-02, 1.319161e-01
 8.533058e-06, 4.622971e-01, 4.295976e-07, 3.003432e-01, 1.197403e-02, 4.981962e-02
 4.660543e-02, 3.936126e-01, 2.642489e-09, 2.681420e-01, 2.130611e-02, 5.581162e-01
 2.805300e-02, 3.768593e-01, 3.393543e-08, 2.559947e-01, 1.608456e-02, 2.616059e-01
 1.855765e-10, 4.487224e-01, 8.315702e-10, 2.813326e-01, 1.169110e-02, 5.835589e-02
 1.517959e-02, 4.030527e-01, 2.886009e-05, 2.829026e-01, 1.809312e-02, 4.235167e-01
 7.111213e-74, 5.078919e-01, 3.038560e-38, 2.900672e-01, 1.019140e-02, 7.999316e-08
 6.443233e-21, 4.184267e-01, 9.086625e-21, 2.710680e-01, 1.732485e-01, 7.879471e+00
 2.417948e-08, 4.081352e-01, 5.015814e-10, 2.801765e-01, 3.383901e-02, 1.201988e+00
 1.827184e-02, 4.222551e-01, 4.860340e-08, 2.923529e-01, 5.688355e-02, 2.269342e+00
2.719551e-106, 4.288511e-01, 8.730427e-89, 2.683226e-01, 4.112024e+02, 2.430104e+04
 6.678654e-09, 4.353522e-01, 1.750706e-08, 2.736299e-01, 1.219021e-02, 2.335417e-01
 1.708010e-13, 4.231217e-01, 1.348779e-10, 2.964252e-01, 1.806624e-02, 3.991277e-01
 7.370258e-02, 4.120607e-01, 9.612112e-19, 2.765770e-01, 9.766137e-03, 9.545696e-03
 2.118911e-02, 4.351552e-01, 6.927370e-07, 2.815388e-01, 1.510170e-02, 2.210057e-01
 1.259022e-09, 4.430176e-01, 7.932175e-08, 2.811543e-01, 1.822042e-02, 3.374262e-01
 6.086557e-02, 4.392879e-01, 1.277479e-13, 2.819482e-01, 2.644703e-02, 7.544198e-01
 6.094467e-12, 4.316804e-01, 1.286184e-09, 2.931707e-01, 1.368685e-02, 1.467383e-01
 1.697510e-13, 4.449136e-01, 9.075409e-14, 2.746695e-01, 3.282536e-02, 1.110767e+00
 3.902176e-02, 4.343048e-01, 3.004092e-08, 2.583610e-01, 1.818320e-02, 3.351688e-01
 1.701959e-08, 4.034779e-01, 1.554001e-10, 2.794553e-01, 4.415566e-02, 1.590493e+00
 2.018488e-02, 4.137395e-01, 2.231692e-06, 2.753638e-01, 5.621170e-02, 2.379619e+00
 1.089215e-17, 4.448417e-01, 3.324345e-15, 2.851954e-01, 8.955192e-02, 3.383590e+00
 1.856932e-02, 4.343035e-01, 5.263420e-08, 2.859133e-01, 2.282002e-02, 5.755862e-01
 3.981054e-02, 3.782709e-01, 3.778972e-08, 2.662847e-01, 1.114299e-02, 1.291323e-01
 1.464111e-02, 4.185879e-01, 1.245112e-06, 2.631500e-01, 5.335813e-02, 2.870263e+00
 9.841303e-11, 4.220910e-01, 1.252330e-10, 2.831159e-01, 2.481340e-02, 6.725856e-01
 5.886867e-02, 4.510370e-01, 3.941342e-07, 2.864945e-01, 1.887916e-02, 3.819376e-01
 5.697719e-30, 3.961169e-01, 1.419291e-26, 2.791705e-01, 7.338704e-02, 3.381005e+00
 6.900539e-02, 4.419739e-01, 7.431022e-07, 2.845437e-01, 1.784870e-02, 2.488607e-01
 6.335812e-02, 4.781195e-01, 5.383370e-08, 2.892468e-01, 1.109612e-02, 1.197507e-01
 3.912071e-02, 4.354413e-01, 3.912372e-07, 2.705558e-01, 2.275501e-02, 5.772585e-01
 1.077191e-12, 4.348592e-01, 3.062951e-11, 2.791733e-01, 2.254490e-02, 5.125362e-01
 1.903854e-09, 3.942544e-01, 6.214539e-10, 2.688017e-01, 1.907679e-02, 4.359824e-01
 5.189482e-14, 4.601803e-01, 1.101868e-09, 3.115471e-01, 2.880077e-02, 7.410955e-01
 3.371715e-14, 4.225358e-01, 7.855779e-15, 2.806878e-01, 2.385588e-02, 6.757153e-01
 1.210800e-11, 4.291268e-01, 2.417750e-10, 2.782093e-01, 2.025180e-02, 3.845163e-01
 5.404510e-02, 4.604979e-01, 2.695376e-45, 3.009045e-01, 1.007498e-02, 5.261414e-08
 1.757449e-02, 4.258405e-01, 2.909560e-06, 2.882802e-01, 2.828395e-02, 8.317965e-01
 2.732210e-02, 4.611901e-01, 3.827749e-07, 2.855390e-01, 2.522290e-02, 7.605462e-01
 4.608285e-02, 4.445673e-01, 1.346886e-08, 2.802669e-01, 2.110684e-02, 5.002582e-01
 3.230801e-02, 4.242056e-01, 1.441480e-18, 2.842524e-01, 4.051173e-01, 2.044313e+01
 6.045431e-02, 4.626948e-01, 1.663995e-09, 2.903818e-01, 4.905448e-02, 1.902722e+00
